catalog_id,name,category,origin,target_class,promotion_status,authority,next_requirement
logic-and-foundation-worlds-dependent-type-world,dependent-type world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-homotopy-type-world,homotopy-type world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-category-theoretic-world,category-theoretic world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-topos-world,topos world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-nonstandard-world,nonstandard world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-finite-model-world,finite-model world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-proof-search-world,proof-search world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
logic-and-foundation-worlds-model-search-world,model-search world,logic and foundation worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-vector-world,vector world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-matrix-world,matrix world,"linear, geometric, and topological worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-2-2-matrix-world,2×2 matrix world,"linear, geometric, and topological worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-tensor-world,tensor world,"linear, geometric, and topological worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-sparse-tensor-world,sparse-tensor world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-graph-world,graph world,"linear, geometric, and topological worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-directed-graph-world,directed-graph world,"linear, geometric, and topological worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-weighted-graph-world,weighted-graph world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-hypergraph-world,hypergraph world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-tree-world,tree world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-euclidean-geometry-world,Euclidean-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-affine-geometry-world,affine-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-projective-geometry-world,projective-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-spherical-geometry-world,spherical-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-hyperbolic-geometry-world,hyperbolic-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-metric-space-world,metric-space world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-normed-space-world,normed-space world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-inner-product-world,inner-product world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-riemannian-world,Riemannian world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-pseudo-riemannian-world,pseudo-Riemannian world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-symplectic-world,symplectic world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-contact-world,contact world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-manifold-world,manifold world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-simplicial-complex-world,simplicial-complex world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-cw-complex-world,CW-complex world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-homotopy-world,homotopy world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-homology-world,homology world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-cohomology-world,cohomology world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-fiber-bundle-world,fiber-bundle world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-sheaf-world,sheaf world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-orbifold-world,orbifold world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-stack-world,stack world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-noncommutative-geometry-world,noncommutative-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
linear-geometric-and-topological-worlds-discrete-geometry-world,discrete-geometry world,"linear, geometric, and topological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-real-analysis-world,real-analysis world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-complex-analysis-world,complex-analysis world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-measure-space-world,measure-space world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-probability-space-world,probability-space world,analytic and functional worlds,thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-banach-space-world,Banach-space world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-hilbert-space-world,Hilbert-space world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-distribution-world,distribution world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-sobolev-world,Sobolev world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-operator-world,operator world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-operator-algebra-world,operator-algebra world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-spectral-world,spectral world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-fourier-world,Fourier world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-wavelet-world,wavelet world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-potential-world,potential world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-variational-world,variational world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-optimal-transport-world,optimal-transport world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-asymptotic-world,asymptotic world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-branch-cut-world,branch-cut world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-singularity-world,singularity world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
analytic-and-functional-worlds-microlocal-world,microlocal world,analytic and functional worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-discrete-probability-world,discrete-probability world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-continuous-probability-world,continuous-probability world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-bayesian-world,Bayesian world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-frequentist-world,frequentist world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-imprecise-probability-world,imprecise-probability world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-possibility-world,possibility world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-belief-function-world,belief-function world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-markov-chain-world,Markov-chain world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-continuous-time-markov-world,continuous-time Markov world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-martingale-world,martingale world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-brownian-world,Brownian world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-l-vy-world,Lévy world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-stochastic-differential-world,stochastic-differential world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-random-field-world,random-field world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-point-process-world,point-process world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-random-graph-world,random-graph world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-random-matrix-world,random-matrix world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-monte-carlo-world,Monte-Carlo world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-particle-filter-world,particle-filter world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
probabilistic-and-stochastic-worlds-gaussian-process-world,Gaussian-process world,probabilistic and stochastic worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-state-machine-world,state-machine world,"dynamical, physical, and scientific worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-ode-world,ODE world,"dynamical, physical, and scientific worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-dae-world,DAE world,"dynamical, physical, and scientific worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-pde-world,PDE world,"dynamical, physical, and scientific worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-delay-system-world,delay-system world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-hybrid-system-world,hybrid-system world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-hamiltonian-world,Hamiltonian world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-lagrangian-world,Lagrangian world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-control-system-world,control-system world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-estimation-world,estimation world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-agent-based-world,agent-based world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-cellular-automaton-world,cellular-automaton world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-reaction-network-world,reaction-network world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-population-world,population world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-ecological-world,ecological world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-epidemiological-world,epidemiological world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-genetic-world,genetic world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-neural-world,neural world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-biochemical-world,biochemical world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-pharmacokinetic-world,pharmacokinetic world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-mechanical-world,mechanical world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-rigid-body-world,rigid-body world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-continuum-world,continuum world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-solid-mechanics-world,solid-mechanics world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-fluid-world,fluid world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-electromagnetic-world,electromagnetic world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-optical-world,optical world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-thermodynamic-world,thermodynamic world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-statistical-mechanics-world,statistical-mechanics world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-quantum-world,quantum world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-quantum-field-world,quantum-field world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-relativistic-world,relativistic world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-general-relativity-world,general-relativity world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-astrophysical-world,astrophysical world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-cosmological-world,cosmological world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-geophysical-world,geophysical world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-climate-world,climate world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-materials-world,materials world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
dynamical-physical-and-scientific-worlds-digital-twin-world,digital-twin world,"dynamical, physical, and scientific worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-finite-state-world,finite-state world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-automata-world,automata world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-turing-machine-world,Turing-machine world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-lambda-calculus-world,lambda-calculus world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-term-rewriting-world,term-rewriting world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-e-graph-world,e-graph world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-sat-world,SAT world,computational and solver worlds,thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-smt-world,SMT world,computational and solver worlds,thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-constraint-programming-world,constraint-programming world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-exact-cover-world,exact-cover world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-integer-programming-world,integer-programming world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-linear-programming-world,linear-programming world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-nonlinear-programming-world,nonlinear-programming world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-abstract-interpretation-world,abstract-interpretation world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-symbolic-execution-world,symbolic-execution world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-probabilistic-program-world,probabilistic-program world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-differentiable-program-world,differentiable-program world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-distributed-system-world,distributed-system world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-concurrent-world,concurrent world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-real-time-world,real-time world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-resource-cost-world,resource-cost world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-hardware-world,hardware world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-wasm-world,WASM world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-rust-world,Rust world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-provider-world,provider world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-compiler-world,compiler world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-database-world,database world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-streaming-world,streaming world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
computational-and-solver-worlds-incremental-world,incremental world,computational and solver worlds,wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-information-world,information world,"information, cryptology, and puzzle worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-coding-and-noise-world,coding-and-noise world,"information, cryptology, and puzzle worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-bitvector-world,BitVector world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
